Question	Answer	Source	Metadata	SuggestedQuestions	IsContextOnly	Prompts	QnaId
Wake - Power states: On, sleep, shut down, and restart	**Wake**\n\nTo wake up Surface, do this:\n\n1.  Do either of the following things:\n\n    *   Press and release the power button (this wakes Surface from sleep or hibernation).âœª\n\n    *   Press a key or tap the Windows logo  on Surface. (If Surface doesnâ€™t wake up, Surface may be hibernating. To wake Surface from hibernation, press and release the power button.)The lock screen appears with icons for app notificationsâ€”for example, a mail icon appears if you have new email. For more info about this, see the Notifications topic in this guide.\n\n2.  Unlock your Surface by swiping up from the bottom edge of the screen or by pressing a key.\n\n3.  If the sign-in screen  appears, type your password and Surface is ready to use. If you need help signing in, see the Sign in and out section in this guide.	surface pro.xlsx	metadataname:surface pro	[]	False	[]	2973
Lock - Power states: On, sleep, shut down, and restart	**Lock**\n\nTo lock Surface, do any of the following:\n\n*   Tap or click your name in the upper-right corner of the Start screen, and then tap or click Lock. \n\n*   Press Ctrl+Alt+Delete and then tap or click Lock. \n\n*   Press Windows logo  key + L.	surface pro.xlsx	metadataname:surface pro	[]	False	[]	2974
Change when the screen dims, turns off, or sleeps	**Change when the screen dims, turns off, or sleeps**\n\nIf you donâ€™t use Surface for a while, the screen may dim or turn off, or Surface may go to sleep. This happens to help preserve battery life. If you want to change these settings, you need to edit your power plan. Hereâ€™s how:\n\n1.  Open the Search charm, type edit power plan, and then tap or click Settings. \n\n2.  Tap or click Edit power plan from the search results.\n\n3.  Choose the sleep and display settings that you want for when Surface is running on battery and when it's plugged in.\n\n4.  Tap or click Save changes. \n\nNote A power plan is a collection of hardware and system settings (like display and sleep) that manages how your PC uses power. For more info about power plans, see the topic [Power Plans: Frequently asked questions](http://windows.microsoft.com/en-US/windows-8/power-plans-faq) on Windows.com. (Surface Pro does not support connected standby.)	surface pro.xlsx	metadataname:surface pro	[]	False	[]	2975
Screen rotation - âœª The touchscreen	**Screen rotation**\n\nWhen you rotate Surface, the screen content automatically rotates to the new orientation. For example, you might use landscape orientation for webpages and portrait orientation when reading a book.	surface pro.xlsx	metadataname:surface pro	[]	False	[]	2976
Lock the screen orientation	**Lock the screen orientation**\n\nIf you donâ€™t want the screen to automatically rotate, you can lock the orientation. Hereâ€™s how:\n\n1.  Rotate Surface to the orientation you want.\n\n2.  Open the Settings charm, and then tap or click Screen. \n\n3.  Tap or click the screen rotation icon, which is a rectangle with arrows.\n\nA lock appears on the screen icon when screen rotation is locked. âœª\n\nNote Screen orientation is also in Control Panel. To find this setting, open the Search charm, type screen orientation, tap or click Settings, and then choose Change screen orientation from the search results.	surface pro.xlsx	metadataname:surface pro	[]	False	[]	2977
Add your accounts - Get to know Surface	**Add your accounts**\n\nOne of the first things youâ€™ll want to do with your new Surface is add your accountsâ€”like Outlook.com, Gmail, Facebook, Twitter, LinkedIn. Once you add your accounts, your contacts, calendar, and email will appear in the Mail, People, and Calendar apps. And you can quickly get to your photos and files from services like SkyDrive, Facebook, or Flickr.	surface pro.xlsx	metadataname:surface pro	[]	False	[]	2978
Screen brightness - âœª The touchscreen	**Screen brightness**\n\nBy default, Surface automatically adjusts screen brightness for the light conditions. You can change this or set the brightness to whatever youâ€™d like. Hereâ€™s how:\n\n1.  Open the Settings charm, and then tap or click Change PC settings. \n\n2.  Tap or click General. \n\n3.  Scroll down to Screen and then set Adjust my Screen Brightness Automatically to No. \n\nTo manually adjust the screen brightness:\n\n  Open the Settings charm, tap or click Screen, and then move the slider to adjust the brightness.\n\nNote A brighter screen uses more power. To find out how to get the most from your battery, see [Tips to save](http://windows.microsoft.com/en-us/windows-8/tips-save-battery-power) [battery power](http://windows.microsoft.com/en-us/windows-8/tips-save-battery-power) on Windows.com.	surface pro.xlsx	metadataname:surface pro	[]	False	[]	2979
Other screen settings	**Other screen settings**\n\nTo change when the screen dims, turns off, or when Surface goes to sleep, see Change when the screen dims, turns off, or sleeps in this guide.\n\nYou can use the Search charm to find more settings, such as the screen resolution. Here's how:\n\n  Open the Search charm, type display, and then tap or click Settings. Choose a setting from the search results.	surface pro.xlsx	metadataname:surface pro	[]	False	[]	2980
Connect Surface a second monitor	**Connect Surface a second monitor**\n\nYou can connect Surface to a second monitor to get more done faster. For info on how to do this, see Connect to a TV, monitor, or projector in this guide.	surface pro.xlsx	metadataname:surface pro	[]	False	[]	2981
Add your email accounts	**Add your email accounts**\n\nYou can add your email accounts from Outlook, Gmail, AOL, Yahoo!, and even your work email (accounts that use Exchange ActiveSync) to the Mail app. âœª\n\nTo add an email account:\n\n1.  Open Mail (from the Start screen, tap or click Mail). \n\n2.  Swipe in from the right edge of the screen, and then tap or click Settings. \n\n3.  Tap or click Accounts. \n\n4.  Tap or click Add an account, the type of account you want to add, and then follow the on-screen instructions.Most accounts can be added with only your user name and password. In some cases, youâ€™ll be asked for more details, which you can usually find on your email accountâ€™s website.\n\n5.  Repeat steps 2-4 for each of your email accounts.\n\nAfter you add an email accountâ€¦\n\n*   Contacts from your email account appear in the People app.\n\n*   Appointments appear in the Calendar app. If you have the most recent version of Mail, your Google calendar will not sync with the Calendar appâ€”see below. \n\nYou can change your email account settings at any time. While in the Mail app, open the Settings charm, choose Accounts, and then select the account that you want to change. Learn more in the Mail section of this guide.	surface pro.xlsx	metadataname:surface pro	[]	False	[]	2982
POP email - Add your email accounts	**POP email**\n\nMail doesn't support email accounts that use POP (Post Office Protocol). If your email account uses POP, see the options in [Using email accounts over POP](http://windows.microsoft.com/en-US/windows-8/pop-email-accounts) on Windows.com.	surface pro.xlsx	metadataname:surface pro	[]	False	[]	2983
Syncing Google email, calendar, and contacts	**Syncing Google email, calendar, and contacts**\n\nTo find out how to sync your Google email, contacts, and calendar, see [How to sync Google services](http://windows.microsoft.com/en-US/windows-8/use-google-windows-8-rt) on Windows.com.	surface pro.xlsx	metadataname:surface pro	[]	False	[]	2984
Microsoft Exchange account	**Microsoft Exchange account**\n\nTo find out how to set how to set up a Microsoft Exchange account and troubleshoot connectivity problems, see [How to configure an Exchange account](http://support.microsoft.com/kb/2784275) [.](http://support.microsoft.com/kb/2784275)	surface pro.xlsx	metadataname:surface pro	[]	False	[]	2985
On-screen keyboard - Get to know Surface	**On-screen keyboard**\n\nSurface has an on-screen, touch keyboard that appears when you need it.\n\n Show the keyboard\n\nWhen you want to use the on-screen keyboard, fold back the keyboard cover like a magazine cover or remove it. Now tap where you want to type (for example, a text box). The on-screen keyboard appears.\n\nTo open the on-screen keyboard manually:\n\n1.  Open the Settings charm, and then tap or click Keyboard (lower-right corner).\n\n2.  Tap or click Touch keyboard and handwriting panel.	surface pro.xlsx	metadataname:surface pro	[]	False	[]	2986
Add social network accounts to the People app	**Add social network accounts to the People app**\n\nAdd your social network accounts such as Facebook, Twitter, and LinkedIn, and youâ€™ll get all the latest updates, Tweets, and pictures from these accounts all in one placeâ€”the People app. To add your social network accounts:\n\n1.  Open People (from the Start screen, tap or click People). \n\n2.  Swipe in from the right edge of the screen, and then tap or click Settings. \n\n3.  Tap or click Accounts. \n\n4.  Tap or click Add an account, select the type of account you want to add, and then follow the on-screen instructions.	surface pro.xlsx	metadataname:surface pro	[]	False	[]	2987
Add a photo service to the Photos app	**Add a photo service to the Photos app**\n\nThe Photos app automatically shows the photos saved on your Surface, but it can also include your photos from SkyDrive, Facebook, or Flickr. Here's how:\n\n1.  From the Start screen, tap or click Photos. \n\n2.  Tap or click the tile for the photo service you want to add (such as SkyDrive, Facebook, or Flickr).\n\n3.  Follow the instructions to add your account.\n\nYou might need to wait a few minutes before photos from the new account begin to appear.	surface pro.xlsx	metadataname:surface pro	[]	False	[]	2988
